code,description,label
PK80,Procedimiento médico o quirúrgico asociado con lesión o daño en su uso terapéutico,PK80 - Procedimiento médico o quirúrgico asociado con lesión o daño en su uso terapéutico
PK80.0,Procedimiento neurológico asociado con lesión o daño en su uso terapéutico,PK80.0 - Procedimiento neurológico asociado con lesión o daño en su uso terapéutico
PK80.00,"Procedimiento neurológico asociado con lesión o daño, abordaje abierto","PK80.00 - Procedimiento neurológico asociado con lesión o daño, abordaje abierto"
PK80.01,"Procedimiento neurológico asociado con lesión o daño, abordaje percutáneo","PK80.01 - Procedimiento neurológico asociado con lesión o daño, abordaje percutáneo"
PK80.02,"Procedimiento neurológico asociado con lesión o daño, abordaje endoscópico","PK80.02 - Procedimiento neurológico asociado con lesión o daño, abordaje endoscópico"
PK80.0Y,Otro procedimiento neurológico especificado asociado con lesión o daño en su uso terapéutico,PK80.0Y - Otro procedimiento neurológico especificado asociado con lesión o daño en su uso terapéutico
PK80.0Z,"Procedimiento neurológico asociado con lesión o daño en su uso terapéutico, sin especificación","PK80.0Z - Procedimiento neurológico asociado con lesión o daño en su uso terapéutico, sin especificación"
PK80.1,Procedimiento cardíaco asociado con lesión o daño en su uso terapéutico,PK80.1 - Procedimiento cardíaco asociado con lesión o daño en su uso terapéutico
PK80.10,"Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje abierto","PK80.10 - Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje abierto"
PK80.11,"Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje percutáneo","PK80.11 - Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje percutáneo"
PK80.12,"Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje endoscópico","PK80.12 - Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje endoscópico"
PK80.13,"Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje sin especificar","PK80.13 - Procedimiento cardíaco para reparar anomalía congénita asociado con lesión o daño, abordaje sin especificar"
PK80.14,"Otro procedimiento cardíaco asociado con lesión o daño, abordaje abierto","PK80.14 - Otro procedimiento cardíaco asociado con lesión o daño, abordaje abierto"
PK80.15,"Otro procedimiento cardíaco asociado con lesión o daño, abordaje percutáneo","PK80.15 - Otro procedimiento cardíaco asociado con lesión o daño, abordaje percutáneo"
PK80.16,"Otro procedimiento cardíaco asociado con lesión o daño, abordaje endoscópico","PK80.16 - Otro procedimiento cardíaco asociado con lesión o daño, abordaje endoscópico"
PK80.17,"Otro procedimiento cardíaco asociado con lesión o daño, abordaje no especificado","PK80.17 - Otro procedimiento cardíaco asociado con lesión o daño, abordaje no especificado"
PK80.1Y,"Procedimiento cardíaco de tipo no especificado asociado con lesión o daño en el uso terapéutico, otro abordaje especificado","PK80.1Y - Procedimiento cardíaco de tipo no especificado asociado con lesión o daño en el uso terapéutico, otro abordaje especificado"
PK80.1Z,"Procedimiento cardíaco de tipo no especificado asociado con lesión o daño en el uso terapéutico, abordaje sin especificación","PK80.1Z - Procedimiento cardíaco de tipo no especificado asociado con lesión o daño en el uso terapéutico, abordaje sin especificación"
PK80.2,Procedimiento torácico asociado con lesión o daño en su uso terapéutico,PK80.2 - Procedimiento torácico asociado con lesión o daño en su uso terapéutico
PK80.20,"Procedimiento torácico asociado con lesión o daño, abordaje abierto","PK80.20 - Procedimiento torácico asociado con lesión o daño, abordaje abierto"
PK80.21,"Procedimiento torácico asociado con lesión o daño, abordaje percutáneo","PK80.21 - Procedimiento torácico asociado con lesión o daño, abordaje percutáneo"
PK80.22,"Procedimiento torácico asociado con lesión o daño, abordaje endoscópico","PK80.22 - Procedimiento torácico asociado con lesión o daño, abordaje endoscópico"
PK80.2Y,Procedimiento torácico asociado con lesión o daño en su uso terapéutico,PK80.2Y - Procedimiento torácico asociado con lesión o daño en su uso terapéutico
PK80.2Z,"Procedimiento torácico asociado con lesión o daño en su uso terapéutico, sin especificación","PK80.2Z - Procedimiento torácico asociado con lesión o daño en su uso terapéutico, sin especificación"
PK80.3,"Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño en su uso terapéutico","PK80.3 - Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño en su uso terapéutico"
PK80.30,"Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño, abordaje abierto","PK80.30 - Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño, abordaje abierto"
PK80.31,"Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño, abordaje percutáneo","PK80.31 - Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño, abordaje percutáneo"
PK80.32,"Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño, abordaje endoscópico","PK80.32 - Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño, abordaje endoscópico"
PK80.3Y,"Procedimiento gastrointestinal, abdominal o de la pared abdominal especificado asociado con lesión o daño en su uso terapéutico, otro abordaje","PK80.3Y - Procedimiento gastrointestinal, abdominal o de la pared abdominal especificado asociado con lesión o daño en su uso terapéutico, otro abordaje"
PK80.3Z,"Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño en su uso terapéutico, abordaje sin especificación","PK80.3Z - Procedimiento gastrointestinal, abdominal o de la pared abdominal asociado con lesión o daño en su uso terapéutico, abordaje sin especificación"
PK80.4,Procedimiento endocrino asociado con lesión o daño en su uso terapéutico,PK80.4 - Procedimiento endocrino asociado con lesión o daño en su uso terapéutico
PK80.40,"Procedimiento endocrino asociado con lesión o daño, abordaje abierto","PK80.40 - Procedimiento endocrino asociado con lesión o daño, abordaje abierto"
PK80.41,"Procedimiento endocrino asociado con lesión o daño, abordaje percutáneo","PK80.41 - Procedimiento endocrino asociado con lesión o daño, abordaje percutáneo"
PK80.42,"Procedimiento endocrino asociado con lesión o daño, abordaje endoscópico","PK80.42 - Procedimiento endocrino asociado con lesión o daño, abordaje endoscópico"
PK80.4Y,"Procedimiento endocrino especificado asociado con lesión o daño en su uso terapéutico, otro abordaje","PK80.4Y - Procedimiento endocrino especificado asociado con lesión o daño en su uso terapéutico, otro abordaje"
PK80.4Z,"Procedimiento endocrino asociado con lesión o daño en su uso terapéutico, abordaje sin especificación","PK80.4Z - Procedimiento endocrino asociado con lesión o daño en su uso terapéutico, abordaje sin especificación"
PK80.5,Procedimiento ginecológico o de mama asociado con lesión o daño en su uso terapéutico,PK80.5 - Procedimiento ginecológico o de mama asociado con lesión o daño en su uso terapéutico
PK80.50,"Procedimiento ginecológico o de mama asociado con lesión o daño, abordaje abierto","PK80.50 - Procedimiento ginecológico o de mama asociado con lesión o daño, abordaje abierto"
PK80.51,"Procedimiento ginecológico o de mama asociado con lesión o daño, abordaje percutáneo","PK80.51 - Procedimiento ginecológico o de mama asociado con lesión o daño, abordaje percutáneo"
PK80.52,"Procedimiento ginecológico o de mama asociado con lesión o daño, abordaje endoscópico","PK80.52 - Procedimiento ginecológico o de mama asociado con lesión o daño, abordaje endoscópico"
PK80.53,"Procedimiento ginecológico o de mama asociado con lesión o daño en su uso terapéutico, abordaje por orificio","PK80.53 - Procedimiento ginecológico o de mama asociado con lesión o daño en su uso terapéutico, abordaje por orificio"
PK80.5Y,"Procedimiento ginecológico o de mama especificado asociado con lesión o daño en su uso terapéutico, otro abordaje","PK80.5Y - Procedimiento ginecológico o de mama especificado asociado con lesión o daño en su uso terapéutico, otro abordaje"
PK80.5Z,"Procedimiento ginecológico o de mama asociado con lesión o daño en su uso terapéutico, abordaje sin especificación","PK80.5Z - Procedimiento ginecológico o de mama asociado con lesión o daño en su uso terapéutico, abordaje sin especificación"
